cust_id,age,gender,city,loyalty_segment,preferred_channel,registration_date
2388,25,Female,Dubai,Silver,Amazon.ae,2023-09-13
2389,18,Male,Dubai,Silver,Amazon.ae,2022-09-29
2390,45,Male,Dubai,Gold,Store,2024-01-20
2391,20,Female,Abu Dhabi,Silver,Store,2024-08-10
2392,30,Male,Dubai,Silver,Noon,2024-11-17
2393,18,Female,Abu Dhabi,Gold,Website,2023-11-27
2394,35,Male,Dubai,Gold,Store,2022-06-01
2395,25,Female,Dubai,Silver,MobileApp,2023-04-30
2396,45,Male,Dubai,Platinum,Store,2025-08-13
2397,45,Female,Dubai,Silver,MobileApp,2023-06-27
2398,25,Female,Sharjah,Silver,MobileApp,2021-11-12
2399,50,Female,Dubai,Silver,MobileApp,2024-04-10
2400,60,Female,Dubai,Gold,Store,2024-11-30
2401,40,Female,Abu Dhabi,Silver,Store,2024-07-09
2402,40,Male,Dubai,Silver,Store,2025-02-16
2403,20,Female,Dubai,Gold,Website,2021-01-27
2404,30,Female,Dubai,Silver,Store,2025-02-27
2405,18,Male,Sharjah,Gold,Website,2021-02-24
2406,18,Female,Abu Dhabi,Silver,Website,2021-09-06
2407,60,Female,Dubai,Platinum,Website,2021-09-30
2408,25,Male,Dubai,Silver,MobileApp,2024-07-06
2409,35,Male,Dubai,Silver,Website,2021-07-10
2410,40,Male,Dubai,Silver,Store,2022-07-29
2411,45,Male,Abu Dhabi,Gold,Website,2023-05-07
2412,60,Male,Sharjah,Gold,MobileApp,2025-01-09
2413,20,Male,Dubai,Silver,Store,2025-03-06
2414,18,Male,Sharjah,Gold,Website,2022-09-08
2415,25,Male,Dubai,Silver,Store,2024-11-17
2416,20,Female,Dubai,Platinum,Store,2024-12-02
2417,18,Male,Dubai,Platinum,Amazon.ae,2023-10-15
2418,25,Male,Dubai,Platinum,Amazon.ae,2022-11-04
2419,40,Male,Sharjah,Gold,Website,2022-11-14
2420,30,Male,Dubai,Platinum,MobileApp,2021-04-19
2421,25,Female,Dubai,Silver,Amazon.ae,2022-10-14
2422,35,Female,Sharjah,Gold,Noon,2025-06-17
2423,20,Female,Sharjah,Gold,Website,2023-09-08
2424,18,Male,Abu Dhabi,Platinum,Website,2024-02-01
2425,40,Female,Sharjah,Silver,Store,2021-08-14
2426,35,Male,Dubai,Silver,Store,2021-12-19
2427,40,Male,Sharjah,Silver,Store,2024-03-29
2428,18,Male,Abu Dhabi,Gold,MobileApp,2024-11-28
2429,40,Male,Sharjah,Silver,MobileApp,2025-09-27
2430,35,Male,Abu Dhabi,Silver,Amazon.ae,2024-09-09
2431,30,Male,Dubai,Silver,Store,2021-05-25
2432,35,Female,Abu Dhabi,Silver,Website,2025-01-28
2433,45,Male,Dubai,Silver,Store,2023-07-04
2434,30,Male,Dubai,Silver,Store,2024-03-01
2435,30,Male,Dubai,Platinum,Amazon.ae,2024-01-22
2436,60,Female,Sharjah,Gold,Website,2021-09-30
2437,40,Male,Dubai,Silver,MobileApp,2025-09-24
2438,25,Female,Abu Dhabi,Gold,Store,2022-06-18
2439,35,Female,Dubai,Gold,Store,2024-05-02
2440,25,Male,Sharjah,Silver,Website,2024-04-08
2441,20,Male,Dubai,Silver,Store,2022-04-05
2442,30,Male,Abu Dhabi,Gold,Store,2023-07-30
2443,50,Female,Sharjah,Silver,Store,2023-11-01
2444,50,Male,Dubai,Gold,Website,2021-06-30
2445,25,Male,Dubai,Silver,Noon,2024-06-09
2446,30,Male,Abu Dhabi,Silver,MobileApp,2021-01-29
2447,20,Female,Sharjah,Platinum,Noon,2022-06-16
2448,60,Male,Abu Dhabi,Silver,MobileApp,2023-10-26
2449,60,Male,Dubai,Gold,Amazon.ae,2025-04-19
2450,35,Female,Sharjah,Silver,Website,2021-05-20
2451,40,Female,Dubai,Silver,Website,2023-11-18
2452,35,Female,Abu Dhabi,Silver,Store,2021-04-08
2453,30,Male,Sharjah,Silver,MobileApp,2021-09-19
2454,18,Female,Dubai,Silver,Store,2021-01-19
2455,30,Female,Abu Dhabi,Silver,Store,2021-01-12
2456,35,Male,Abu Dhabi,Silver,Amazon.ae,2022-06-21
2457,35,Female,Sharjah,Gold,Store,2025-03-29
2458,25,Male,Dubai,Silver,Noon,2025-01-28
2459,50,Female,Dubai,Gold,MobileApp,2025-05-31
2460,20,Male,Sharjah,Silver,Store,2021-09-16
2461,30,Female,Dubai,Silver,Website,2021-01-24
2462,35,Male,Dubai,Gold,MobileApp,2023-10-29
2463,35,Female,Sharjah,Silver,Store,2021-08-16
2464,35,Male,Dubai,Silver,MobileApp,2022-01-11
2465,25,Female,Sharjah,Silver,MobileApp,2024-02-21
2466,20,Female,Dubai,Gold,Store,2024-01-19
2467,35,Male,Dubai,Gold,Store,2025-01-19
2468,30,Female,Abu Dhabi,Silver,Store,2021-08-12
2469,20,Female,Abu Dhabi,Silver,Store,2023-01-06
2470,35,Male,Abu Dhabi,Gold,Store,2021-09-14
2471,30,Male,Abu Dhabi,Silver,MobileApp,2022-05-30
2472,35,Male,Sharjah,Silver,Store,2023-04-13
2473,40,Male,Dubai,Silver,Amazon.ae,2024-03-17
2474,20,Male,Dubai,Silver,Store,2024-11-11
2475,18,Male,Dubai,Silver,Website,2022-12-02
2476,40,Male,Abu Dhabi,Gold,Website,2023-06-30
2477,35,Male,Dubai,Silver,Amazon.ae,2022-11-30
2478,35,Male,Dubai,Silver,Website,2022-03-14
2479,40,Female,Dubai,Platinum,Store,2025-09-20
2480,40,Female,Dubai,Silver,Amazon.ae,2025-07-18
2481,55,Male,Dubai,Silver,Store,2021-02-06
2482,30,Female,Abu Dhabi,Silver,Store,2025-08-12
2483,30,Female,Dubai,Gold,Store,2021-04-16
2484,25,Female,Sharjah,Silver,MobileApp,2022-09-07
2485,20,Male,Abu Dhabi,Silver,Store,2021-08-20
2486,30,Male,Dubai,Platinum,Website,2023-05-17
2487,25,Female,Abu Dhabi,Gold,Website,2024-03-15
2488,50,Female,Dubai,Gold,Amazon.ae,2023-11-07
2489,30,Female,Abu Dhabi,Silver,Store,2024-03-28
2490,30,Female,Sharjah,Silver,Store,2023-08-18
2491,25,Male,Abu Dhabi,Silver,Store,2024-07-29
2492,18,Male,Abu Dhabi,Silver,Store,2021-10-05
2493,18,Male,Dubai,Gold,MobileApp,2021-05-05
2494,25,Male,Dubai,Silver,Website,2025-09-05
2495,18,Female,Sharjah,Gold,MobileApp,2024-12-14
2496,35,Male,Dubai,Silver,MobileApp,2024-09-05
2497,45,Male,Dubai,Silver,Amazon.ae,2022-11-06
2498,45,Female,Dubai,Gold,Store,2022-12-16
2499,35,Male,Abu Dhabi,Silver,Noon,2025-02-14
2500,20,Female,Dubai,Gold,Store,2022-10-29
2501,45,Female,Sharjah,Platinum,MobileApp,2024-09-09
2502,45,Female,Dubai,Silver,Website,2023-07-02
2503,20,Male,Dubai,Silver,MobileApp,2022-01-30
2504,35,Male,Abu Dhabi,Silver,Website,2023-02-12
2505,25,Male,Dubai,Gold,MobileApp,2021-07-05
2506,40,Male,Abu Dhabi,Silver,Amazon.ae,2022-04-11
2507,60,Male,Dubai,Gold,MobileApp,2023-12-17
2508,18,Female,Dubai,Silver,MobileApp,2025-10-19
2509,45,Male,Dubai,Gold,Store,2022-04-03
2510,35,Female,Sharjah,Gold,Store,2023-09-28
2511,55,Male,Abu Dhabi,Silver,Noon,2024-05-16
2512,30,Female,Abu Dhabi,Silver,Website,2025-10-04
2513,40,Female,Dubai,Silver,Website,2021-03-15
2514,18,Male,Abu Dhabi,Silver,Store,2025-02-16
2515,25,Male,Dubai,Silver,Store,2024-01-14
2516,18,Female,Sharjah,Silver,Store,2022-09-24
2517,55,Female,Abu Dhabi,Platinum,Website,2023-11-04
2518,40,Female,Abu Dhabi,Platinum,Store,2023-04-20
2519,45,Male,Dubai,Gold,Store,2025-07-23
2520,50,Male,Abu Dhabi,Silver,Website,2023-07-01
2521,18,Female,Dubai,Gold,Website,2023-03-05
2522,25,Female,Sharjah,Silver,Store,2021-02-18
2523,18,Male,Dubai,Silver,Website,2024-12-20
2524,20,Female,Dubai,Silver,Amazon.ae,2023-08-24
2525,20,Male,Dubai,Silver,Website,2021-12-25
2526,30,Male,Dubai,Silver,Amazon.ae,2021-08-30
2527,25,Male,Dubai,Silver,Amazon.ae,2023-12-13
2528,20,Male,Sharjah,Platinum,Store,2023-12-29
2529,20,Male,Abu Dhabi,Silver,Store,2025-04-25
2530,20,Male,Sharjah,Platinum,Website,2025-09-16
2531,55,Male,Sharjah,Silver,Website,2025-07-27
2532,40,Female,Dubai,Silver,Store,2021-02-25
2533,55,Female,Abu Dhabi,Silver,Store,2023-05-29
2534,25,Female,Dubai,Gold,Website,2025-01-19
2535,25,Female,Sharjah,Silver,Store,2021-09-12
2536,40,Male,Dubai,Silver,Noon,2021-01-05
2537,25,Female,Dubai,Silver,Store,2025-05-24
2538,25,Female,Dubai,Silver,Amazon.ae,2023-12-12
2539,20,Male,Dubai,Gold,Store,2021-11-25
2540,20,Male,Dubai,Silver,Store,2021-04-08
2541,25,Male,Dubai,Silver,Store,2024-03-30
2542,25,Female,Abu Dhabi,Gold,Noon,2024-11-30
2543,35,Male,Sharjah,Silver,Store,2023-09-08
2544,18,Female,Dubai,Gold,Website,2023-09-30
2545,20,Female,Dubai,Gold,Amazon.ae,2023-02-22
2546,40,Female,Sharjah,Platinum,Website,2022-07-31
2547,20,Female,Dubai,Silver,Store,2021-11-23
2548,25,Female,Sharjah,Gold,Noon,2021-08-31
2549,45,Male,Dubai,Silver,Amazon.ae,2025-03-08
2550,20,Male,Abu Dhabi,Gold,Store,2022-01-02
2551,18,Female,Abu Dhabi,Silver,Website,2023-02-13
2552,30,Male,Abu Dhabi,Silver,Noon,2022-12-25
2553,25,Male,Sharjah,Gold,Noon,2025-01-05
2554,30,Male,Dubai,Silver,Store,2024-03-23
2555,40,Female,Dubai,Gold,MobileApp,2021-08-22
2556,20,Male,Abu Dhabi,Gold,Store,2022-10-14
2557,30,Female,Sharjah,Silver,Store,2021-11-29
2558,30,Male,Dubai,Silver,Store,2022-05-10
2559,20,Male,Sharjah,Silver,Store,2024-02-13
2560,35,Female,Dubai,Platinum,Website,2022-01-04
2561,25,Male,Dubai,Silver,Website,2024-09-18
2562,30,Female,Abu Dhabi,Silver,Store,2024-02-28
2563,18,Female,Dubai,Gold,Store,2024-04-16
2564,30,Female,Abu Dhabi,Platinum,Store,2021-04-05
2565,25,Male,Dubai,Gold,Noon,2024-09-02
2566,40,Female,Dubai,Gold,Amazon.ae,2023-06-26
2567,18,Female,Abu Dhabi,Silver,Store,2024-01-30
2568,25,Female,Abu Dhabi,Silver,Amazon.ae,2024-05-04
2569,30,Male,Dubai,Silver,Store,2023-03-13
2570,35,Male,Dubai,Gold,Website,2021-07-27
2571,30,Female,Dubai,Gold,Noon,2022-08-30
2572,35,Female,Dubai,Gold,Store,2022-04-18
2573,40,Male,Sharjah,Gold,Website,2025-06-27
2574,45,Male,Sharjah,Silver,Store,2023-10-29
2575,25,Male,Dubai,Silver,Store,2021-05-16
2576,30,Male,Dubai,Silver,Website,2022-09-02
2577,40,Male,Sharjah,Silver,Noon,2023-06-30
2578,60,Male,Abu Dhabi,Gold,Website,2021-09-18
2579,45,Female,Abu Dhabi,Silver,Amazon.ae,2024-03-16
2580,25,Male,Abu Dhabi,Gold,Amazon.ae,2022-04-03
2581,20,Female,Dubai,Gold,Store,2025-09-17
2582,30,Male,Dubai,Silver,Store,2025-01-01
2583,35,Male,Sharjah,Silver,Website,2024-12-07
2584,30,Male,Abu Dhabi,Silver,Website,2025-03-04
2585,30,Male,Dubai,Silver,Store,2021-08-20
2586,40,Female,Dubai,Gold,Noon,2021-04-11
2587,25,Female,Dubai,Silver,MobileApp,2021-05-27
2588,45,Male,Abu Dhabi,Gold,Store,2022-12-18
2589,25,Male,Dubai,Gold,Website,2022-05-22
2590,25,Male,Dubai,Silver,Store,2022-07-12
2591,30,Female,Sharjah,Gold,Website,2021-04-14
2592,40,Female,Dubai,Gold,Amazon.ae,2021-12-02
2593,20,Male,Dubai,Gold,Amazon.ae,2022-03-22
2594,20,Female,Dubai,Silver,Store,2023-01-04
2595,55,Female,Dubai,Silver,Website,2022-03-20
2596,20,Male,Dubai,Silver,Website,2021-04-28
2597,30,Male,Sharjah,Silver,Store,2025-03-21
2598,30,Female,Sharjah,Gold,Store,2023-07-18
2599,30,Female,Dubai,Gold,Website,2022-12-24
2600,35,Male,Dubai,Platinum,Website,2022-07-21
2601,20,Male,Abu Dhabi,Silver,Store,2025-04-04
2602,30,Male,Dubai,Silver,Store,2021-03-29
2603,25,Male,Dubai,Gold,Store,2025-07-11
2604,35,Female,Sharjah,Silver,Store,2022-04-21
2605,20,Male,Dubai,Silver,Website,2025-09-02
2606,30,Female,Dubai,Silver,Store,2025-02-17
2607,20,Female,Dubai,Silver,Store,2025-08-13
2608,25,Male,Dubai,Gold,Amazon.ae,2021-10-22
2609,20,Male,Dubai,Silver,Store,2022-12-21
2610,20,Male,Dubai,Gold,Website,2024-11-05
2611,40,Female,Dubai,Gold,Noon,2023-09-22
2612,25,Male,Abu Dhabi,Silver,Website,2024-07-30
2613,50,Female,Dubai,Platinum,MobileApp,2023-04-24
2614,55,Female,Dubai,Silver,Store,2022-11-17
2615,30,Male,Abu Dhabi,Platinum,Store,2022-10-01
2616,20,Female,Sharjah,Silver,Website,2024-03-25
2617,25,Female,Dubai,Gold,Website,2024-04-18
2618,40,Male,Dubai,Silver,Store,2023-08-19
2619,25,Male,Dubai,Gold,Website,2023-07-24
2620,18,Female,Abu Dhabi,Gold,Amazon.ae,2023-06-09
2621,30,Female,Dubai,Silver,Store,2023-07-03
2622,40,Male,Dubai,Platinum,Website,2024-01-16
2623,40,Male,Dubai,Silver,Website,2022-02-10
2624,20,Male,Dubai,Silver,MobileApp,2025-02-28
2625,35,Female,Dubai,Gold,MobileApp,2024-07-14
2626,20,Male,Dubai,Gold,MobileApp,2025-06-06
2627,20,Male,Sharjah,Silver,Store,2023-12-24
2628,45,Female,Abu Dhabi,Silver,Store,2021-04-29
2629,20,Male,Dubai,Platinum,Store,2021-12-07
2630,25,Female,Dubai,Gold,Website,2021-11-09
2631,18,Male,Dubai,Silver,MobileApp,2021-06-12
2632,45,Female,Dubai,Silver,Noon,2025-03-09
2633,40,Male,Sharjah,Platinum,Website,2021-10-20
2634,35,Female,Sharjah,Gold,Website,2022-11-21
2635,40,Female,Dubai,Platinum,Website,2024-11-01
2636,20,Male,Dubai,Silver,Store,2025-04-15
2637,30,Male,Dubai,Gold,Website,2024-11-25
2638,25,Male,Abu Dhabi,Gold,Website,2022-11-04
2639,18,Male,Abu Dhabi,Silver,Noon,2024-11-24
2640,30,Female,Sharjah,Silver,Store,2022-02-03
2641,50,Female,Abu Dhabi,Gold,Noon,2023-06-28
2642,18,Male,Dubai,Silver,Website,2022-05-02
2643,25,Female,Abu Dhabi,Gold,Store,2025-03-19
2644,20,Female,Abu Dhabi,Gold,Store,2023-11-14
2645,20,Female,Abu Dhabi,Gold,Store,2023-12-19
2646,50,Male,Dubai,Gold,Website,2023-01-19
2647,30,Male,Abu Dhabi,Silver,Store,2021-08-28
2648,30,Male,Abu Dhabi,Silver,Store,2021-11-07
2649,40,Male,Abu Dhabi,Gold,Noon,2021-11-17
2650,20,Male,Abu Dhabi,Silver,Website,2022-11-03
2651,30,Male,Abu Dhabi,Silver,MobileApp,2025-02-13
2652,25,Male,Abu Dhabi,Silver,Store,2022-07-26
2653,30,Female,Abu Dhabi,Silver,Website,2022-02-18
2654,60,Male,Abu Dhabi,Gold,Store,2024-09-07
2655,40,Male,Dubai,Silver,Amazon.ae,2022-02-06
2656,25,Male,Dubai,Silver,Store,2021-02-28
2657,40,Male,Dubai,Platinum,Website,2021-02-22
2658,20,Female,Abu Dhabi,Gold,Website,2023-12-24
2659,18,Male,Abu Dhabi,Gold,Website,2022-09-25
2660,20,Male,Sharjah,Gold,MobileApp,2024-02-17
2661,25,Male,Dubai,Gold,Store,2021-10-13
2662,30,Male,Dubai,Gold,Store,2021-01-18
2663,35,Male,Dubai,Silver,MobileApp,2023-10-26
2664,50,Female,Dubai,Platinum,Website,2024-11-16
2665,30,Male,Abu Dhabi,Silver,Store,2021-06-09
2666,30,Male,Dubai,Platinum,Store,2021-05-22
2667,18,Male,Abu Dhabi,Silver,MobileApp,2022-02-01
2668,18,Male,Abu Dhabi,Silver,Noon,2023-11-08
2669,30,Female,Dubai,Silver,Website,2022-08-03
2670,25,Female,Sharjah,Silver,Amazon.ae,2024-02-12
2671,40,Female,Dubai,Gold,Website,2022-06-18
2672,20,Male,Dubai,Platinum,Store,2025-04-05
2673,18,Male,Sharjah,Platinum,Store,2023-06-30
2674,25,Female,Sharjah,Platinum,Website,2022-04-06
2675,20,Female,Dubai,Silver,Website,2025-06-22
2676,18,Male,Dubai,Platinum,MobileApp,2025-06-29
2677,35,Male,Dubai,Silver,Website,2021-10-13
2678,20,Male,Dubai,Gold,Noon,2023-10-26
2679,35,Male,Sharjah,Silver,Website,2021-05-09
2680,25,Male,Abu Dhabi,Silver,Store,2023-08-14
2681,20,Male,Dubai,Platinum,Store,2022-11-02
2682,25,Female,Sharjah,Platinum,Website,2022-05-14
2683,40,Male,Dubai,Gold,Amazon.ae,2021-10-03
2684,25,Male,Dubai,Gold,Store,2024-01-12
2685,40,Male,Sharjah,Silver,Noon,2024-02-16
2686,20,Female,Sharjah,Gold,Noon,2021-01-29
2687,40,Male,Sharjah,Gold,Website,2023-10-02
2688,20,Female,Abu Dhabi,Silver,Store,2024-10-13
2689,35,Male,Abu Dhabi,Silver,Store,2022-10-12
2690,30,Female,Dubai,Silver,Store,2024-03-26
2691,50,Male,Abu Dhabi,Gold,Store,2021-01-31
2692,25,Male,Sharjah,Silver,Website,2023-04-23
2693,18,Male,Dubai,Silver,Store,2024-08-02
2694,18,Male,Abu Dhabi,Silver,MobileApp,2025-08-16
2695,40,Male,Dubai,Silver,Store,2021-12-02
2696,30,Female,Dubai,Gold,Store,2022-07-24
2697,40,Male,Abu Dhabi,Gold,Website,2021-11-09
2698,20,Male,Dubai,Silver,Noon,2022-08-22
2699,25,Male,Abu Dhabi,Silver,Website,2024-02-21
2700,18,Female,Dubai,Silver,Website,2025-09-23
2701,55,Female,Sharjah,Gold,MobileApp,2023-05-15
2702,35,Female,Dubai,Silver,MobileApp,2022-01-06
2703,50,Male,Dubai,Silver,Amazon.ae,2023-03-16
2704,25,Female,Dubai,Gold,Store,2021-11-10
2705,35,Female,Sharjah,Silver,Amazon.ae,2021-01-28
2706,35,Female,Abu Dhabi,Gold,Store,2024-03-24
2707,25,Male,Abu Dhabi,Silver,Amazon.ae,2023-08-24
2708,40,Male,Dubai,Gold,Store,2024-06-07
2709,50,Male,Dubai,Silver,Amazon.ae,2025-04-22
2710,45,Male,Dubai,Silver,Noon,2023-10-27
2711,35,Female,Abu Dhabi,Silver,Store,2022-04-18
2712,25,Male,Dubai,Gold,Noon,2024-09-03
2713,25,Male,Sharjah,Platinum,Store,2024-06-02
2714,55,Female,Abu Dhabi,Silver,Store,2023-11-23
2715,18,Female,Dubai,Gold,Store,2021-03-30
2716,35,Male,Dubai,Gold,Noon,2024-09-19
2717,35,Female,Abu Dhabi,Platinum,Website,2021-02-09
2718,35,Male,Dubai,Gold,Website,2022-11-12
2719,60,Female,Dubai,Silver,Website,2022-01-10
2720,25,Female,Dubai,Gold,Noon,2024-08-14
2721,25,Male,Abu Dhabi,Silver,MobileApp,2023-09-25
2722,18,Female,Abu Dhabi,Silver,Store,2022-01-28
2723,25,Female,Dubai,Silver,Store,2023-11-08
2724,25,Male,Dubai,Platinum,Store,2025-03-31
2725,25,Male,Dubai,Platinum,Website,2021-05-12
2726,40,Female,Abu Dhabi,Gold,Store,2021-10-17
2727,50,Male,Dubai,Platinum,Store,2023-03-17
2728,20,Male,Dubai,Gold,Amazon.ae,2021-07-28
2729,25,Female,Sharjah,Silver,Store,2021-11-23
2730,50,Female,Sharjah,Silver,Website,2023-09-19
2731,18,Male,Sharjah,Silver,Store,2022-05-18
2732,18,Male,Sharjah,Silver,Store,2021-10-06
2733,20,Male,Dubai,Silver,Store,2024-11-06
2734,30,Male,Dubai,Silver,Store,2023-02-27
2735,20,Male,Dubai,Gold,Amazon.ae,2023-10-04
2736,55,Female,Dubai,Gold,Store,2023-08-10
2737,25,Male,Sharjah,Gold,Store,2024-08-25
2738,30,Male,Abu Dhabi,Platinum,MobileApp,2021-10-04
2739,20,Male,Abu Dhabi,Silver,MobileApp,2024-01-05
2740,30,Female,Dubai,Gold,MobileApp,2021-10-25
2741,35,Male,Sharjah,Silver,Noon,2024-11-02
2742,40,Male,Sharjah,Silver,MobileApp,2022-03-09
2743,40,Male,Dubai,Platinum,Store,2023-10-07
2744,30,Female,Sharjah,Silver,MobileApp,2024-02-10
2745,50,Female,Dubai,Silver,Website,2024-01-01
2746,40,Male,Dubai,Silver,Store,2021-11-13
2747,40,Male,Abu Dhabi,Gold,Store,2023-11-11
2748,18,Male,Abu Dhabi,Platinum,Store,2024-04-26
2749,18,Male,Dubai,Silver,Store,2021-05-01
2750,20,Male,Dubai,Gold,Store,2024-09-27
2751,35,Male,Sharjah,Silver,Store,2022-10-15
2752,25,Male,Abu Dhabi,Silver,Amazon.ae,2021-10-31
2753,25,Male,Abu Dhabi,Silver,Amazon.ae,2023-07-25
2754,45,Male,Dubai,Gold,Website,2025-01-10
2755,45,Female,Dubai,Silver,MobileApp,2025-10-06
2756,50,Male,Dubai,Silver,Store,2022-12-22
2757,25,Male,Dubai,Silver,Amazon.ae,2022-05-11
2758,35,Male,Dubai,Silver,Website,2025-03-25
2759,25,Female,Dubai,Gold,Store,2021-07-04
2760,20,Female,Abu Dhabi,Silver,Store,2023-06-07
2761,20,Male,Dubai,Silver,Store,2023-03-19
2762,25,Male,Sharjah,Silver,Store,2021-11-28
2763,25,Male,Dubai,Silver,Store,2022-12-14
2764,40,Male,Dubai,Gold,Store,2022-07-30
2765,20,Male,Dubai,Silver,Store,2021-12-16
2766,35,Female,Dubai,Silver,Store,2023-04-18
2767,30,Male,Dubai,Silver,Noon,2021-11-16
2768,25,Female,Sharjah,Silver,Store,2022-06-21
2769,30,Male,Abu Dhabi,Gold,Store,2022-02-16
2770,25,Female,Dubai,Gold,Website,2023-06-25
2771,30,Female,Dubai,Gold,Amazon.ae,2024-03-25
2772,25,Male,Abu Dhabi,Silver,Store,2025-10-23
2773,20,Male,Abu Dhabi,Gold,Amazon.ae,2025-08-02
2774,20,Male,Dubai,Gold,Store,2022-06-17
2775,30,Male,Abu Dhabi,Silver,Store,2022-05-17
2776,50,Male,Sharjah,Gold,Store,2025-02-18
2777,25,Female,Abu Dhabi,Gold,Website,2024-03-23
2778,35,Male,Sharjah,Silver,Store,2023-07-03
2779,35,Female,Sharjah,Silver,Website,2023-12-28
2780,50,Male,Sharjah,Gold,Store,2025-02-24
2781,40,Female,Dubai,Silver,MobileApp,2023-12-01
2782,30,Male,Abu Dhabi,Gold,Store,2022-06-11
2783,35,Female,Abu Dhabi,Gold,Website,2024-04-07
2784,45,Male,Abu Dhabi,Gold,Website,2025-07-28
2785,25,Male,Sharjah,Silver,Website,2022-12-12
2786,25,Female,Dubai,Silver,Store,2023-01-20
2787,18,Male,Dubai,Silver,MobileApp,2023-08-14
2788,40,Female,Dubai,Gold,MobileApp,2021-04-22
2789,40,Female,Dubai,Gold,Store,2022-04-08
2790,20,Male,Dubai,Gold,Noon,2021-02-21
2791,30,Male,Abu Dhabi,Silver,Website,2025-07-31
2792,30,Female,Dubai,Platinum,Website,2021-09-12
2793,20,Male,Abu Dhabi,Platinum,Store,2025-07-09
2794,60,Female,Abu Dhabi,Silver,Website,2024-03-27
2795,20,Female,Dubai,Silver,Store,2021-10-27
2796,18,Male,Dubai,Gold,Store,2023-08-16
2797,30,Male,Abu Dhabi,Gold,Store,2022-03-03
2798,35,Female,Abu Dhabi,Platinum,MobileApp,2023-09-17
2799,18,Male,Sharjah,Silver,Store,2021-11-03
2800,35,Male,Sharjah,Silver,MobileApp,2021-04-09
2801,30,Male,Sharjah,Gold,Store,2021-05-01
2802,20,Male,Abu Dhabi,Gold,Store,2025-06-14
2803,20,Male,Sharjah,Gold,MobileApp,2023-11-20
2804,30,Male,Sharjah,Platinum,Website,2021-08-18
2805,25,Female,Sharjah,Silver,Store,2022-10-13
2806,50,Male,Dubai,Gold,Store,2024-07-01
2807,40,Male,Sharjah,Silver,Store,2024-11-28
2808,60,Female,Dubai,Silver,Website,2025-02-26
2809,25,Female,Abu Dhabi,Silver,Store,2023-11-21
2810,55,Female,Dubai,Gold,MobileApp,2024-03-31
2811,25,Male,Dubai,Platinum,Website,2024-12-26
2812,25,Female,Dubai,Silver,Store,2024-03-25
2813,18,Male,Dubai,Silver,Store,2024-09-08
2814,18,Male,Dubai,Gold,Store,2022-09-21
2815,35,Male,Sharjah,Gold,Store,2024-04-29
2816,30,Male,Dubai,Platinum,Website,2024-04-14
2817,20,Female,Dubai,Silver,Website,2023-08-06
2818,35,Male,Dubai,Silver,MobileApp,2022-06-01
2819,25,Female,Abu Dhabi,Silver,Store,2023-04-25
2820,30,Female,Dubai,Silver,Amazon.ae,2025-03-28
2821,25,Female,Dubai,Silver,Store,2025-05-14
2822,40,Male,Dubai,Silver,Store,2023-04-13
2823,40,Female,Abu Dhabi,Silver,Website,2023-03-31
2824,30,Male,Dubai,Silver,MobileApp,2023-03-22
2825,25,Male,Dubai,Platinum,Store,2023-02-01
2826,25,Female,Dubai,Silver,MobileApp,2024-09-24
2827,40,Male,Sharjah,Silver,Amazon.ae,2025-06-17
2828,25,Male,Dubai,Gold,MobileApp,2021-11-15
2829,20,Female,Abu Dhabi,Gold,Store,2021-04-21
2830,18,Male,Dubai,Gold,MobileApp,2023-03-18
2831,30,Female,Dubai,Gold,MobileApp,2025-02-05
2832,30,Male,Dubai,Gold,Website,2023-11-07
2833,40,Male,Dubai,Gold,MobileApp,2024-05-28
2834,20,Male,Dubai,Gold,Noon,2022-05-02
2835,25,Male,Dubai,Gold,Store,2023-03-22
2836,40,Male,Dubai,Silver,Store,2024-08-21
2837,40,Female,Abu Dhabi,Silver,Website,2022-06-01
2838,25,Male,Sharjah,Gold,Store,2024-02-27
2839,30,Female,Dubai,Silver,Store,2023-04-15
2840,25,Male,Abu Dhabi,Platinum,Website,2022-09-16
2841,50,Male,Sharjah,Silver,Store,2023-11-14
2842,20,Female,Sharjah,Silver,Website,2025-04-14
2843,50,Female,Dubai,Platinum,MobileApp,2024-03-01
2844,35,Male,Abu Dhabi,Silver,Store,2022-07-10
2845,30,Female,Dubai,Platinum,Amazon.ae,2024-09-06
2846,18,Female,Abu Dhabi,Platinum,Store,2022-05-12
2847,30,Male,Dubai,Gold,MobileApp,2023-06-07
2848,25,Female,Dubai,Silver,MobileApp,2025-10-09
2849,20,Male,Dubai,Gold,Store,2022-01-17
2850,35,Female,Dubai,Gold,Store,2021-08-04
2851,55,Female,Abu Dhabi,Gold,Store,2023-01-26
2852,30,Female,Dubai,Gold,MobileApp,2022-06-27
2853,35,Male,Abu Dhabi,Platinum,MobileApp,2023-07-05
2854,18,Male,Dubai,Gold,Store,2023-11-01
2855,25,Female,Dubai,Platinum,Website,2021-03-23
2856,20,Male,Abu Dhabi,Silver,Store,2023-09-21
2857,35,Male,Sharjah,Silver,Website,2024-03-25
2858,50,Female,Dubai,Silver,Noon,2021-06-15
2859,35,Male,Dubai,Silver,Store,2021-07-27
2860,18,Male,Sharjah,Gold,Amazon.ae,2021-01-24
2861,25,Male,Dubai,Silver,MobileApp,2023-03-18
2862,30,Male,Sharjah,Platinum,Noon,2023-06-06
