datum,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Year,Month,Hour,Weekday_Name,Day,Week,Weekend,M01AB_Lag1,M01AB_MA7
2016-11-23,3.0,4.33,3.7,44.124,5.0,0.0,0.0,1.0,2016,11,276,Wednesday,23,47,0,4.01,3.8114285714285714
2016-11-24,8.67,4.333,6.0,28.0,2.0,0.0,10.0,3.0,2016,11,276,Thursday,24,47,0,3.0,4.335714285714286
2016-11-25,7.34,5.0,7.0,21.0,20.0,4.0,5.0,1.0,2016,11,276,Friday,25,47,0,8.67,5.194285714285714
2016-11-26,3.33,5.0,4.0,36.0,9.0,3.0,12.0,2.0,2016,11,276,Saturday,26,47,1,7.34,4.9557142857142855
2016-11-27,9.33,5.693,3.9,61.0,5.0,0.0,1.0,0.0,2016,11,276,Sunday,27,47,1,3.33,5.288571428571429
2016-11-28,4.5,1.363,2.05,23.0,5.0,0.0,12.0,0.0,2016,11,276,Monday,28,48,0,9.33,5.74
2016-11-29,5.68,5.67,3.0,45.6,6.0,2.0,0.0,0.0,2016,11,276,Tuesday,29,48,0,4.5,5.978571428571429
2016-11-30,3.33,2.99,4.3,24.6,13.0,0.0,7.0,0.0,2016,11,276,Wednesday,30,48,0,5.68,6.025714285714286
2016-12-01,4.5,2.363,1.5,55.662,8.0,0.0,9.0,0.0,2016,12,276,Thursday,1,48,0,3.33,5.43
2016-12-02,6.0,1.076,3.2,43.0,14.0,0.0,26.0,0.2,2016,12,276,Friday,2,48,0,4.5,5.238571428571428
2016-12-03,3.17,2.68,3.0,43.3,2.0,0.0,1.0,4.0,2016,12,276,Saturday,3,48,1,6.0,5.215714285714286
2016-12-04,7.0,9.123,2.9,67.0,4.0,0.0,0.0,0.0,2016,12,276,Sunday,4,48,1,3.17,4.882857142857143
2016-12-05,9.5,1.68,4.0,23.0,6.0,1.0,13.0,2.0,2016,12,276,Monday,5,49,0,7.0,5.597142857142857
2016-12-06,6.0,5.09,4.4,27.2,4.0,0.0,20.0,1.0,2016,12,276,Tuesday,6,49,0,9.5,5.642857142857143
2016-12-07,4.34,2.726,1.7,47.0,8.0,3.0,7.0,3.0,2016,12,276,Wednesday,7,49,0,6.0,5.7871428571428565
2016-12-08,5.67,1.67,5.0,35.7,9.0,0.0,2.0,0.0,2016,12,276,Thursday,8,49,0,4.34,5.954285714285715
2016-12-09,5.66,1.67,4.0,35.062,2.0,0.0,0.0,2.0,2016,12,276,Friday,9,49,0,5.67,5.905714285714287
2016-12-10,7.34,6.33,10.1,45.4,1.0,0.0,15.0,2.0,2016,12,276,Saturday,10,49,1,5.66,6.501428571428571
2016-12-11,3.34,4.726,8.55,62.062,7.0,0.0,14.0,1.0,2016,12,276,Sunday,11,49,1,7.34,5.978571428571428
2016-12-12,3.66,2.429,3.1,44.5,28.33333333,3.0,21.0,4.0,2016,12,276,Monday,12,50,0,3.34,5.144285714285714
2016-12-13,1.0,4.0,5.1,43.6,0.0,0.0,18.0,0.0,2016,12,276,Tuesday,13,50,0,3.66,4.43
2016-12-14,5.83,3.78,5.65,32.2,21.0,0.0,10.0,1.2,2016,12,276,Wednesday,14,50,0,1.0,4.642857142857143
2016-12-15,9.66,3.33,1.0,22.8,8.0,0.0,5.0,1.0,2016,12,276,Thursday,15,50,0,5.83,5.2128571428571435
2016-12-16,7.33,6.32,2.2,39.775,8.0,3.0,23.0,1.0,2016,12,276,Friday,16,50,0,9.66,5.451428571428571
2016-12-17,5.99,2.66,4.15,59.95,10.0,0.0,6.0,1.0,2016,12,276,Saturday,17,50,1,7.33,5.258571428571429
2016-12-18,1.67,5.02,4.2,60.7,13.0,0.0,5.0,1.0,2016,12,276,Sunday,18,50,1,5.99,5.0200000000000005
2016-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,12,276,Monday,19,51,0,1.67,4.497142857142857
2016-12-20,6.33,3.66,4.0,46.0,12.0,2.0,1.0,0.0,2016,12,276,Tuesday,20,51,0,0.0,5.258571428571429
2016-12-21,1.34,2.812,0.25,37.0,5.0,0.0,6.0,2.5,2016,12,276,Wednesday,21,51,0,6.33,4.617142857142857
2016-12-22,4.34,4.165,3.8,38.4,1.0,0.0,5.0,0.0,2016,12,276,Thursday,22,51,0,1.34,3.857142857142857
2016-12-23,5.33,4.67,1.15,32.0,6.0,0.0,8.0,2.0,2016,12,276,Friday,23,51,0,4.34,3.5714285714285716
2016-12-24,6.33,6.7,4.2,82.0,4.0,1.0,2.0,1.0,2016,12,276,Saturday,24,51,1,5.33,3.6199999999999997
2016-12-25,2.33,7.627,5.7,79.8,0.0,0.0,9.0,1.0,2016,12,276,Sunday,25,51,1,6.33,3.7142857142857144
2016-12-26,10.33,4.66,2.0,58.924,6.0,0.0,2.0,2.0,2016,12,276,Monday,26,52,0,2.33,5.1899999999999995
2016-12-27,6.0,5.0,0.416666667,54.2,8.0,2.0,13.0,0.0,2016,12,276,Tuesday,27,52,0,10.33,5.142857142857143
2016-12-28,4.34,6.33,6.45,57.2,7.0,0.0,13.0,0.0,2016,12,276,Wednesday,28,52,0,6.0,5.571428571428571
2016-12-29,11.0,6.01,6.35,81.2,4.0,3.0,6.0,2.0,2016,12,276,Thursday,29,52,0,4.34,6.522857142857143
2016-12-30,5.66,8.99,7.3,161.0,13.0,0.0,3.0,0.0,2016,12,276,Friday,30,52,0,11.0,6.569999999999999
2016-12-31,8.33,7.759,7.45,108.7,7.0,0.0,12.0,0.0,2016,12,276,Saturday,31,52,1,5.66,6.855714285714285
2017-01-01,3.54375,3.95625,1.5625,25.675,8.75,1.875,6.25,0.625,2017,1,276,Sunday,1,52,1,8.33,7.029107142857143
2017-01-02,0.2125,0.6375,0.625,32.0,0.0,0.625,3.125,3.125,2017,1,276,Monday,2,1,0,3.54375,5.58375
2017-01-03,6.25,5.83125,4.625,66.8125,8.75,0.0,7.03125,1.875,2017,1,276,Tuesday,3,1,0,0.2125,5.619464285714286
2017-01-04,6.804166667,5.970833333,6.416666667,56.76666667,10.0,1.25,5.0,2.916666667,2017,1,276,Wednesday,4,1,0,6.25,5.971488095285714
2017-01-05,7.504166667,7.879166667,5.208333333,62.20833333,14.58333333,0.0,11.25,2.5,2017,1,276,Thursday,5,1,0,6.804166667,5.4720833334285714
2017-01-06,4.583333333,3.05,5.625,65.5625,10.83333333,0.0,15.41666667,2.5,2017,1,276,Friday,6,1,0,7.504166667,5.318273809571429
2017-01-07,2.916666667,5.154166667,5.958333333,34.625,8.75,0.0,2.5,0.0,2017,1,276,Saturday,7,1,1,4.583333333,4.544940476285714
2017-01-08,5.416666667,1.859583333,5.083333333,25.375,10.0,2.083333333,3.333333333,1.666666667,2017,1,276,Sunday,8,1,1,2.916666667,4.812500000142857
2017-01-09,3.8875,4.057083333,2.583333333,56.125,9.166666667,0.416666667,1.666666667,2.083333333,2017,1,276,Monday,9,2,0,5.416666667,5.337500000142858
2017-01-10,6.3875,4.73875,13.29166667,54.25,25.0,1.666666667,7.5,0.833333333,2017,1,276,Tuesday,10,2,0,3.8875,5.357142857285714
2017-01-11,9.308333333,5.501666667,9.166666667,51.04166667,20.0,1.25,1.666666667,2.916666667,2017,1,276,Wednesday,11,2,0,6.3875,5.7148809524285715
2017-01-12,8.333333333,5.196666667,8.75,65.9375,14.16666667,1.25,4.583333333,1.666666667,2017,1,276,Thursday,12,2,0,9.308333333,5.833333333285714
2017-01-13,6.804166667,3.891666667,9.541666667,54.41666667,19.58333333,0.0,3.333333333,1.333333333,2017,1,276,Friday,13,2,0,8.333333333,6.1505952381428575
2017-01-14,5.975,4.364583333,7.708333333,47.91666667,16.66666667,0.833333333,5.416666667,2.083333333,2017,1,276,Saturday,14,2,1,6.804166667,6.5875
2017-01-15,8.05,6.525,9.083333333,38.79166667,15.41666667,0.0,7.5,1.25,2017,1,276,Sunday,15,2,1,5.975,6.963690476142857
2017-01-16,6.670833333,4.029166667,8.041666667,63.5625,12.5,0.416666667,7.083333333,2.083333333,2017,1,276,Monday,16,3,0,8.05,7.361309523714285
2017-01-17,7.225,4.139166667,5.291666667,48.45833333,13.33333333,1.666666667,3.75,2.5,2017,1,276,Tuesday,17,3,0,6.670833333,7.4809523808571425
2017-01-18,6.741666667,4.445833333,6.5,45.95833333,16.66666667,1.25,5.833333333,0.833333333,2017,1,276,Wednesday,18,3,0,7.225,7.114285714285714
2017-01-19,5.0,5.7,7.833333333,37.75,15.83333333,0.0,2.5,3.333333333,2017,1,276,Thursday,19,3,0,6.741666667,6.638095238142857
2017-01-20,3.608333333,4.73875,4.125,37.625,23.33333333,2.916666667,12.5,2.5,2017,1,276,Friday,20,3,0,5.0,6.181547619
2017-01-21,5.695833333,2.4,4.583333333,50.20833333,15.0,2.083333333,4.583333333,2.916666667,2017,1,276,Saturday,21,3,1,3.608333333,6.141666666571429
2017-01-22,4.5125,5.0075,5.125,37.02083333,19.16666667,1.25,9.166666667,1.666666667,2017,1,276,Sunday,22,3,1,5.695833333,5.636309523714286
2017-01-23,5.1375,4.505,6.291666667,41.75,15.83333333,0.833333333,2.5,1.666666667,2017,1,276,Monday,23,4,0,4.5125,5.4172619047142865
2017-01-24,6.1125,5.770833333,10.95833333,40.08333333,11.25,0.0,10.0,2.916666667,2017,1,276,Tuesday,24,4,0,5.1375,5.258333333285714
2017-01-25,7.779166667,5.108333333,7.666666667,51.1875,18.75,2.083333333,13.75,2.291666667,2017,1,276,Wednesday,25,4,0,6.1125,5.406547619
2017-01-26,5.979166667,5.224583333,7.041666667,36.625,13.75,0.833333333,8.333333333,0.0,2017,1,276,Thursday,26,4,0,7.779166667,5.546428571428572
2017-01-27,7.85,7.54125,5.166666667,42.60916667,21.25,2.083333333,9.583333333,1.25,2017,1,276,Friday,27,4,0,5.979166667,6.152380952428572
2017-01-28,5.970833333,6.1125,2.25,32.08333333,9.166666667,0.0,1.666666667,1.25,2017,1,276,Saturday,28,4,1,7.85,6.191666666714285
2017-01-29,5.141666667,7.783333333,5.333333333,54.16666667,15.83333333,2.5,9.583333333,3.333333333,2017,1,276,Sunday,29,4,1,5.970833333,6.281547619142857
2017-01-30,8.058333333,5.61625,7.0,35.5175,17.08333333,4.166666667,7.083333333,4.166666667,2017,1,276,Monday,30,5,0,5.141666667,6.698809523857143
2017-01-31,4.441666667,4.254583333,2.833333333,47.25,13.33333333,0.833333333,2.916666667,1.666666667,2017,1,276,Tuesday,31,5,0,8.058333333,6.460119047714286
2017-02-01,7.375,5.188333333,6.041666667,31.625,10.83333333,0.416666667,8.333333333,2.083333333,2017,2,276,Wednesday,1,5,0,4.441666667,6.4023809524285715
2017-02-02,8.195833333,6.211666667,6.416666667,42.29166667,9.166666667,0.416666667,0.416666667,0.833333333,2017,2,276,Thursday,2,5,0,7.375,6.719047619
2017-02-03,7.6375,6.255416667,9.0,42.90083333,15.83333333,2.5,7.083333333,0.833333333,2017,2,276,Friday,3,5,0,8.195833333,6.688690476142858
2017-02-04,7.779166667,4.166666667,4.416666667,27.70833333,12.08333333,0.833333333,7.5,3.75,2017,2,276,Saturday,4,5,1,7.6375,6.947023809571428
2017-02-05,10.67,10.725,5.0,38.6,1.0,0.0,11.0,1.1,2017,2,276,Sunday,5,5,1,7.779166667,7.736785714285714
2017-02-06,10.0,5.0,4.4,13.0,3.0,2.0,5.0,0.0,2017,2,276,Monday,6,6,0,10.67,8.014166666714285
2017-02-07,3.0,0.33,3.5,13.8,3.0,0.0,7.0,2.0,2017,2,276,Tuesday,7,6,0,10.0,7.8082142857142856
2017-02-08,11.0,1.67,4.0,36.0,7.0,0.0,10.0,2.0,2017,2,276,Wednesday,8,6,0,3.0,8.326071428571428
2017-02-09,3.9825,1.76,4.0,20.4,6.0,0.0,0.0,1.0,2017,2,276,Thursday,9,6,0,11.0,7.724166666714287
2017-02-10,4.01,3.34,4.75,23.2,5.0,0.0,2.0,0.0,2017,2,276,Friday,10,6,0,3.9825,7.205952381
2017-02-11,5.33,6.32,5.1,12.4,11.0,1.0,1.0,3.0,2017,2,276,Saturday,11,6,1,4.01,6.856071428571428
2017-02-12,10.0,10.67,7.8,27.4,4.0,0.0,2.0,1.0,2017,2,276,Sunday,12,6,1,5.33,6.760357142857143
2017-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,2,276,Monday,13,7,0,10.0,5.331785714285714
2017-02-14,4.33,5.0,2.1,22.0,0.0,0.0,1.0,1.0,2017,2,276,Tuesday,14,7,0,0.0,5.5217857142857145
2017-02-15,6.0,2.67,2.0,19.2,1.0,0.0,1.0,1.0,2017,2,276,Wednesday,15,7,0,4.33,4.8075
2017-02-16,3.66,4.66,1.0,31.6,2.0,0.0,0.0,3.0,2017,2,276,Thursday,16,7,0,6.0,4.761428571428572
2017-02-17,3.0,2.802,2.1,12.25,4.0,0.0,8.0,1.2,2017,2,276,Friday,17,7,0,3.66,4.617142857142857
2017-02-18,7.0,4.0,2.35,30.0,10.0,0.0,0.0,3.1,2017,2,276,Saturday,18,7,1,3.0,4.855714285714286
2017-02-19,3.34,3.516,2.2,13.0,1.0,0.0,8.0,1.0,2017,2,276,Sunday,19,7,1,7.0,3.9042857142857144
2017-02-20,5.0,3.76,4.5,33.1,2.0,0.0,1.0,3.0,2017,2,276,Monday,20,8,0,3.34,4.618571428571428
2017-02-21,5.0,4.155,4.0,22.9,14.0,0.0,8.0,1.0,2017,2,276,Tuesday,21,8,0,5.0,4.714285714285714
2017-02-22,3.67,2.429,7.2,21.1,9.0,0.0,5.0,0.0,2017,2,276,Wednesday,22,8,0,5.0,4.381428571428572
2017-02-23,6.67,5.67,4.05,24.1,5.0,1.0,8.0,2.0,2017,2,276,Thursday,23,8,0,3.67,4.811428571428571
2017-02-24,1.0,4.67,4.0,29.8,10.0,1.0,7.0,1.0,2017,2,276,Friday,24,8,0,6.67,4.525714285714286
2017-02-25,6.0,6.34,5.25,24.0,6.875,0.0,2.0,0.0,2017,2,276,Saturday,25,8,1,1.0,4.382857142857143
2017-02-26,5.33,5.33,3.2,15.7,3.0,0.0,5.0,1.2,2017,2,276,Sunday,26,8,1,6.0,4.667142857142857
2017-02-27,5.67,3.68,7.0,16.4,14.0,0.0,7.0,2.0,2017,2,276,Monday,27,9,0,5.33,4.762857142857143
2017-02-28,5.34,5.02,7.5,26.4,9.0,2.0,18.0,0.0,2017,2,276,Tuesday,28,9,0,5.67,4.811428571428571
2017-03-01,4.0,4.66,5.0,15.1,17.0,0.0,5.0,2.0,2017,3,276,Wednesday,1,9,0,5.34,4.8585714285714285
2017-03-02,5.0,7.13,3.0,13.0,1.0,1.0,1.0,2.0,2017,3,276,Thursday,2,9,0,4.0,4.62
2017-03-03,9.0,2.99,4.0,12.9,9.0,1.0,6.0,4.0,2017,3,276,Friday,3,9,0,5.0,5.762857142857143
2017-03-04,5.01,3.67,3.1,17.0,0.0,0.0,5.0,4.5,2017,3,276,Saturday,4,9,1,9.0,5.621428571428572
2017-03-05,12.33,4.33,5.0,33.9,3.0,0.0,6.0,5.0,2017,3,276,Sunday,5,9,1,5.01,6.621428571428572
2017-03-06,6.83,2.33,1.1,19.6,1.0,0.0,0.0,3.0,2017,3,276,Monday,6,10,0,12.33,6.7871428571428565
2017-03-07,2.34,5.33,6.5,15.0,4.0,0.0,0.0,2.0,2017,3,276,Tuesday,7,10,0,6.83,6.358571428571429
2017-03-08,1.0,2.34,0.0,15.2,4.0,0.0,0.0,3.0,2017,3,276,Wednesday,8,10,0,2.34,5.930000000000001
2017-03-09,11.33,2.33,6.0,26.9,6.0,1.0,0.0,2.5,2017,3,276,Thursday,9,10,0,1.0,6.8342857142857145
2017-03-10,2.0,4.33,4.6,26.3,8.0,1.0,0.0,1.0,2017,3,276,Friday,10,10,0,11.33,5.8342857142857145
2017-03-11,6.33,4.066,6.0,20.1,2.0,1.0,5.0,3.5,2017,3,276,Saturday,11,10,1,2.0,6.022857142857142
2017-03-12,7.68,7.01,2.0,48.0,6.0,4.0,15.0,2.0,2017,3,276,Sunday,12,10,1,6.33,5.3585714285714285
2017-03-13,2.33,0.68,2.7,17.8,2.0,0.0,10.0,0.0,2017,3,276,Monday,13,11,0,7.68,4.715714285714286
2017-03-14,2.67,1.34,3.0,15.0,5.0,0.0,5.0,1.0,2017,3,276,Tuesday,14,11,0,2.33,4.7628571428571425
2017-03-15,3.66,1.703,2.5,14.6,4.0,0.0,0.0,0.0,2017,3,276,Wednesday,15,11,0,2.67,5.142857142857143
2017-03-16,6.0,4.056,4.75,28.2,4.0,0.0,1.0,3.0,2017,3,276,Thursday,16,11,0,3.66,4.381428571428572
2017-03-17,4.33,2.802,0.0,11.0,14.0,0.0,3.0,3.0,2017,3,276,Friday,17,11,0,6.0,4.714285714285714
2017-03-18,5.0,4.38,4.25,20.4,3.0,0.0,1.0,1.0,2017,3,276,Saturday,18,11,1,4.33,4.524285714285715
2017-03-19,10.0,3.693,2.0,39.1,3.0,0.0,5.0,3.0,2017,3,276,Sunday,19,11,1,5.0,4.855714285714286
2017-03-20,1.66,6.683,4.7,16.1,3.0,0.0,7.0,3.0,2017,3,276,Monday,20,12,0,10.0,4.76
2017-03-21,9.16,2.03,2.2,12.6,4.0,0.0,1.0,5.3,2017,3,276,Tuesday,21,12,0,1.66,5.687142857142858
2017-03-22,1.66,5.023,2.0,16.4,7.0,0.0,2.0,2.0,2017,3,276,Wednesday,22,12,0,9.16,5.401428571428572
2017-03-23,7.34,2.133,1.0,13.3,8.0,0.0,6.0,3.5,2017,3,276,Thursday,23,12,0,1.66,5.592857142857143
2017-03-24,1.67,3.0,4.5,12.3,7.0,0.0,5.0,6.3,2017,3,276,Friday,24,12,0,7.34,5.2128571428571435
2017-03-25,10.0,5.49,1.0,33.3,3.0,0.0,0.0,4.0,2017,3,276,Saturday,25,12,1,1.67,5.927142857142857
2017-03-26,5.34,5.36,3.45,18.0,4.0,0.0,10.0,8.0,2017,3,276,Sunday,26,12,1,10.0,5.261428571428572
2017-03-27,4.84,3.463,3.5,14.8,5.0,0.0,1.0,4.0,2017,3,276,Monday,27,13,0,5.34,5.715714285714286
2017-03-28,2.67,2.67,7.0,22.0,14.0,0.0,0.0,6.0,2017,3,276,Tuesday,28,13,0,4.84,4.788571428571428
2017-03-29,6.34,1.34,4.0,12.9,3.0,0.0,7.0,4.5,2017,3,276,Wednesday,29,13,0,2.67,5.457142857142857
2017-03-30,1.33,2.693,5.0,9.5,9.0,0.0,0.0,2.0,2017,3,276,Thursday,30,13,0,6.34,4.598571428571428
2017-03-31,4.0,2.0,3.5,22.2,2.0,0.0,2.0,6.0,2017,3,276,Friday,31,13,0,1.33,4.931428571428571
2017-04-01,2.33,2.0,2.0,34.0,2.0,0.0,1.0,3.0,2017,4,276,Saturday,1,13,1,4.0,3.8357142857142854
2017-04-02,6.67,4.223,4.0,23.0,4.0,0.0,9.0,12.4,2017,4,276,Sunday,2,13,1,2.33,4.025714285714286
2017-04-03,6.33,1.0,5.6,25.6,8.0,0.0,20.0,3.0,2017,4,276,Monday,3,14,0,6.67,4.238571428571428
2017-04-04,0.33,1.033,2.2,8.0,2.0,0.0,5.0,5.5,2017,4,276,Tuesday,4,14,0,6.33,3.904285714285714
2017-04-05,5.0,0.231,0.2,13.6,9.0,2.0,6.0,1.0,2017,4,276,Wednesday,5,14,0,0.33,3.712857142857143
2017-04-06,5.0,0.66,3.1,10.9,4.0,1.0,0.0,1.0,2017,4,276,Thursday,6,14,0,5.0,4.2371428571428575
2017-04-07,3.5,4.0,2.0,16.0,5.0,0.0,5.0,5.0,2017,4,276,Friday,7,14,0,5.0,4.165714285714286
2017-04-08,7.51,8.759,2.05,23.0,3.0,0.0,11.0,6.0,2017,4,276,Saturday,8,14,1,3.5,4.905714285714287
2017-04-09,4.99,5.34,8.25,22.0,3.0,0.0,0.0,1.0,2017,4,276,Sunday,9,14,1,7.51,4.6657142857142855
2017-04-10,8.66,1.363,1.05,27.5,1.0,0.0,4.0,4.0,2017,4,276,Monday,10,15,0,4.99,4.998571428571429
2017-04-11,4.0,2.33,3.0,17.0,5.0,0.0,11.0,1.0,2017,4,276,Tuesday,11,15,0,8.66,5.522857142857143
2017-04-12,11.99,3.32,3.35,11.0,10.0,2.0,10.0,4.0,2017,4,276,Wednesday,12,15,0,4.0,6.521428571428572
2017-04-13,5.0,2.439,2.0,30.9,1.0,0.0,2.0,5.0,2017,4,276,Thursday,13,15,0,11.99,6.521428571428572
2017-04-14,7.34,4.98,5.0,13.0,3.0,0.0,16.0,4.0,2017,4,276,Friday,14,15,0,5.0,7.07
2017-04-15,11.67,1.472,4.0,27.25,1.0,0.0,15.0,5.2,2017,4,276,Saturday,15,15,1,7.34,7.6642857142857155
2017-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,4,276,Sunday,16,15,1,11.67,6.951428571428572
2017-04-17,4.0,3.99,1.9,18.4,1.0,0.0,5.0,1.0,2017,4,276,Monday,17,16,0,0.0,6.285714285714286
2017-04-18,7.33,4.67,6.3,15.4,8.0,1.0,2.0,2.0,2017,4,276,Tuesday,18,16,0,4.0,6.761428571428572
2017-04-19,1.0,3.406,5.0,14.0,2.0,0.0,0.0,1.0,2017,4,276,Wednesday,19,16,0,7.33,5.191428571428572
2017-04-20,4.66,2.33,5.0,9.4,10.0,0.0,7.0,2.0,2017,4,276,Thursday,20,16,0,1.0,5.142857142857143
2017-04-21,3.67,2.34,2.4,29.0,3.0,0.0,1.875,3.0,2017,4,276,Friday,21,16,0,4.66,4.618571428571428
2017-04-22,2.64,4.66,2.8,19.0,7.0,1.0,1.0,2.0,2017,4,276,Saturday,22,16,1,3.67,3.3285714285714283
2017-04-23,9.0,5.416,3.6,25.5,7.0,0.0,1.0,5.0,2017,4,276,Sunday,23,16,1,2.64,4.614285714285714
2017-04-24,9.33,3.81,8.0,13.15,9.0,0.0,1.0,5.0,2017,4,276,Monday,24,17,0,9.0,5.3757142857142854
2017-04-25,8.0,2.99,2.2,24.0,4.0,0.0,26.0,5.0,2017,4,276,Tuesday,25,17,0,9.33,5.471428571428571
2017-04-26,3.0,4.0,3.5,10.2,3.0,0.0,1.0,8.3,2017,4,276,Wednesday,26,17,0,8.0,5.757142857142857
2017-04-27,3.33,3.737,2.3,11.0,10.0,1.0,0.0,10.0,2017,4,276,Thursday,27,17,0,3.0,5.567142857142858
2017-04-28,3.33,3.67,5.1,15.4,2.0,0.0,7.0,7.0,2017,4,276,Friday,28,17,0,3.33,5.518571428571429
2017-04-29,5.0,9.0,2.3,15.0,3.0,1.0,1.0,8.0,2017,4,276,Saturday,29,17,1,3.33,5.855714285714286
2017-04-30,1.0,4.046,2.3,18.0,2.0,0.0,12.0,2.0,2017,4,276,Sunday,30,17,1,5.0,4.7128571428571435
2017-05-01,0.34,1.0,1.0,1.2,0.0,0.0,0.0,1.0,2017,5,276,Monday,1,18,0,1.0,3.4285714285714284
2017-05-02,2.0,6.033,1.0,23.0,5.0,0.0,6.0,5.0,2017,5,276,Tuesday,2,18,0,0.34,2.5714285714285716
2017-05-03,1.33,3.34,6.0,18.2,6.0,0.0,20.0,2.0,2017,5,276,Wednesday,3,18,0,2.0,2.3328571428571427
2017-05-04,5.67,5.66,1.0,11.6,4.0,0.0,2.0,4.1,2017,5,276,Thursday,4,18,0,1.33,2.6671428571428573
2017-05-05,2.34,5.33,1.15,6.6,8.0,0.0,12.0,3.0,2017,5,276,Friday,5,18,0,5.67,2.525714285714286
2017-05-06,7.33,2.363,4.4,14.0,4.0,0.0,0.0,6.0,2017,5,276,Saturday,6,18,1,2.34,2.858571428571428
2017-05-07,6.33,3.67,4.5,18.25,3.0,0.0,4.0,4.0,2017,5,276,Sunday,7,18,1,7.33,3.62
2017-05-08,2.33,3.66,1.0,8.0,8.0,3.0,1.0,5.6,2017,5,276,Monday,8,19,0,6.33,3.904285714285714
2017-05-09,7.33,4.0,4.1,11.0,4.0,0.0,2.0,3.0,2017,5,276,Tuesday,9,19,0,2.33,4.6657142857142855
2017-05-10,8.66,0.397,9.0,15.0,4.0,0.0,14.0,7.0,2017,5,276,Wednesday,10,19,0,7.33,5.7128571428571435
2017-05-11,6.0,6.693,3.0,16.0,6.0,2.0,1.0,10.0,2017,5,276,Thursday,11,19,0,8.66,5.76
2017-05-12,4.99,4.703,6.0,16.4,4.0,9.0,0.0,6.0,2017,5,276,Friday,12,19,0,6.0,6.13857142857143
2017-05-13,5.0,2.363,6.0,12.0,4.0,0.0,1.0,7.0,2017,5,276,Saturday,13,19,1,4.99,5.805714285714286
2017-05-14,4.67,2.076,2.85,31.5,6.0,0.0,5.0,2.1,2017,5,276,Sunday,14,19,1,5.0,5.568571428571429
2017-05-15,5.34,4.703,2.0,17.0,0.0,3.0,3.0,7.0,2017,5,276,Monday,15,20,0,4.67,5.998571428571429
2017-05-16,2.33,5.66,1.5,16.2,2.0,0.0,6.0,7.0,2017,5,276,Tuesday,16,20,0,5.34,5.284285714285714
2017-05-17,6.34,4.84,0.0,9.0,5.0,0.0,0.0,2.0,2017,5,276,Wednesday,17,20,0,2.33,4.952857142857143
2017-05-18,3.33,5.01,4.0,28.2,4.0,0.0,0.0,3.0,2017,5,276,Thursday,18,20,0,6.34,4.571428571428571
2017-05-19,4.34,3.44,2.2,31.6,11.0,0.0,0.0,10.0,2017,5,276,Friday,19,20,0,3.33,4.478571428571429
2017-05-20,3.99,4.713,0.25,16.4,5.0,0.0,6.0,6.0,2017,5,276,Saturday,20,20,1,4.34,4.3342857142857145
2017-05-21,6.0,3.043,1.25,32.2,5.0,0.0,12.0,4.0,2017,5,276,Sunday,21,20,1,3.99,4.524285714285715
2017-05-22,5.33,1.34,4.4,22.4,5.0,0.0,7.0,11.0,2017,5,276,Monday,22,21,0,6.0,4.522857142857143
2017-05-23,3.0,2.406,5.0,11.0,9.0,0.0,2.0,7.0,2017,5,276,Tuesday,23,21,0,5.33,4.618571428571428
2017-05-24,6.68,3.34,3.0,14.2,9.0,0.0,4.0,4.71,2017,5,276,Wednesday,24,21,0,3.0,4.667142857142857
2017-05-25,5.66,5.36,2.0,18.2,3.0,0.0,2.0,4.3,2017,5,276,Thursday,25,21,0,6.68,5.0
2017-05-26,2.34,3.67,5.0,29.0,4.0,0.0,8.0,2.0,2017,5,276,Friday,26,21,0,5.66,4.714285714285714
2017-05-27,7.33,3.221,2.0,23.4,5.0,0.0,0.0,10.0,2017,5,276,Saturday,27,21,1,2.34,5.191428571428571
2017-05-28,1.99,6.243,2.45,11.19,2.0,0.0,0.0,3.0,2017,5,276,Sunday,28,21,1,7.33,4.618571428571428
2017-05-29,3.34,4.023,1.6,28.0,4.0,2.0,4.0,5.0,2017,5,276,Monday,29,22,0,1.99,4.3342857142857145
2017-05-30,8.0,3.396,4.3,25.0,3.0,0.0,5.0,5.0,2017,5,276,Tuesday,30,22,0,3.34,5.048571428571429
2017-05-31,4.0,2.429,7.0,12.2,6.0,4.0,1.0,5.0,2017,5,276,Wednesday,31,22,0,8.0,4.6657142857142855
2017-06-01,1.34,3.67,2.0,21.4,10.0,0.0,2.0,2.0,2017,6,276,Thursday,1,22,0,4.0,4.048571428571429
2017-06-02,2.33,4.0,4.0,17.4,9.0,1.0,5.0,3.0,2017,6,276,Friday,2,22,0,1.34,4.047142857142857
2017-06-03,5.0,1.726,3.0,10.0,3.0,1.0,22.0,2.0,2017,6,276,Saturday,3,22,1,2.33,3.7142857142857144
2017-06-04,7.0,1.747,2.25,23.4,3.0,1.0,5.0,4.0,2017,6,276,Sunday,4,22,1,5.0,4.43
2017-06-05,3.33,5.99,4.5,9.7,5.0,0.0,0.0,8.0,2017,6,276,Monday,5,23,0,7.0,4.428571428571429
2017-06-06,1.0,3.0,0.0,18.0,3.0,0.0,6.0,7.5,2017,6,276,Tuesday,6,23,0,3.33,3.4285714285714284
